Clave	Nombre	1990	Homicidio	Operaciones legales y de guerra	1991	Homicidio2	Operaciones legales y de guerra 2	1992	Homicidio3	Operaciones legales y de guerra 3	1993	Homicidio4	Operaciones legales y de guerra 4	1994	Homicidio5	Operaciones legales y de guerra 5	1995	Homicidio6	Operaciones legales y de guerra 6	1996	Homicidio7	Operaciones legales y de guerra 7	1997	Homicidio8	Operaciones legales y de guerra 8	1998	Homicidio9	Operaciones legales y de guerra 9	1999	Homicidio10	Operaciones legales y de guerra 10	2000	Homicidio11	Operaciones legales y de guerra 11	2001	Homicidio12	Operaciones legales y de guerra 12	2002	Homicidio13	Operaciones legales y de guerra 13	2003	Homicidio14	Operaciones legales y de guerra 14	2004	Homicidio15	Operaciones legales y de guerra 15	2005	Homicidio16	Operaciones legales y de guerra 16	2006	Homicidio17	Operaciones legales y de guerra 17	2007	Homicidio18	Operaciones legales y de guerra 18	Criminal Rivalry Deaths	2008	Homicidio19	Operaciones legales y de guerra 19	Criminal Rivalry Deaths 2	2009	Homicidio20	Operaciones legales y de guerra 20	Criminal Rivalry Deaths 3	2010	Homicidio21	Criminal Rivalry Deaths 4
20046	Magdalena Jaltepec	2	0	0	4	0	0	4	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	5	1	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1
20047	Santa Magdalena Jicotlåán	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
20048	Magdalena Mixtepec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	5
20049	Magdalena Ocotlåán	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	5
20050	Magdalena PeÌÕasco	2	2	0	2	0	0	4	0	0	3	0	0	2	0	0	4	0	0	2	0	0	2	0	0	1	0	0	1	0	0	4	0	0	1	0	0	0	0	0	4	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	2	0	0	0	5	2	8
20051	Magdalena Teitipac	1	0	0	2	1	0	4	0	0	3	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	3	1	0	0	0	0	2	0	0	3	0	0	1	5	0	0	0	3	0	0	0	1	0	2
20052	Magdalena Tequisistlåán	4	3	0	8	3	0	1	0	0	6	4	0	4	2	0	2	0	0	2	1	0	2	1	0	4	0	0	2	0	0	0	0	0	3	3	0	1	0	0	4	1	0	5	1	0	3	0	0	2	0	0	5	1	0	0	4	0	0	0	1	0	0	1	1	1	0
20053	Magdalena Tlacotepec	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	1	0	1	1	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	1	0	0	1
20054	Magdalena Zahuatlåán	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
20055	Mariscala de Juåárez	3	2	0	3	1	0	9	3	0	4	2	0	2	1	0	2	0	0	2	0	0	2	0	0	6	2	0	11	0	0	2	1	0	8	3	0	2	0	0	4	1	0	7	3	0	2	0	0	3	1	0	2	0	0	0	2	1	0	0	0	0	0	0	3	0	2
20056	Måártires de Tacubaya	2	2	0	2	1	0	4	1	0	2	2	0	2	2	0	3	2	0	0	0	0	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0
20057	MatÌÎas Romero AvendaÌÕo	43	24	0	74	35	0	66	40	0	66	40	0	61	33	0	43	23	0	41	25	0	34	16	0	49	28	0	49	20	0	22	9	0	42	22	0	27	10	0	20	7	0	21	6	0	31	9	0	17	2	0	31	14	0	0	34	7	0	0	28	11	0	1	19	3	0
20058	Mazatlåán Villa de Flores	9	5	0	7	4	0	5	2	0	12	3	0	11	6	0	5	3	0	13	8	0	15	5	0	9	5	0	12	2	0	5	1	0	18	9	0	5	1	0	4	0	0	11	5	0	14	4	0	5	1	0	6	1	0	1	3	0	0	0	7	2	0	1	7	3	0
20059	Miahuatlåán de Porfirio DÌÎaz	17	6	0	25	11	0	19	9	0	24	8	0	22	9	0	33	15	0	34	13	0	20	9	0	24	12	0	36	12	0	19	9	0	27	10	0	31	13	0	17	5	0	25	10	0	19	8	0	19	7	0	24	14	0	0	32	11	0	0	38	13	0	2	22	10	0
20060	Mixistlåán de la Reforma	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	3	1	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	2	0	0	1	0	0	2	1	0	26	2	0	0	2	3	1	0	31	3	0	9
20061	Monjas	2	2	0	9	3	0	5	4	0	2	1	0	4	3	0	5	3	0	1	0	0	0	0	0	5	2	0	2	1	0	1	1	0	2	1	0	2	2	0	2	1	0	3	3	0	4	2	0	1	1	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	2
20062	Natividad	2	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
20063	Nazareno Etla	0	0	0	1	1	0	3	1	0	3	0	0	0	0	0	1	0	0	0	0	0	3	1	0	1	0	0	0	0	0	4	0	0	2	0	0	1	1	0	2	1	0	2	1	0	0	0	0	4	0	0	2	0	0	0	2	0	0	5	3	0	0	1	4	0	1
20064	Nejapa de Madero	10	6	0	6	5	0	13	5	0	3	0	0	5	3	0	6	6	0	12	5	0	14	9	0	7	4	0	7	3	0	7	4	0	6	3	0	0	0	0	4	2	0	2	1	0	1	0	0	3	0	0	5	3	0	0	4	0	0	0	2	1	0	2	8	0	1
20065	Ixpantepec Nieves	2	2	0	0	0	0	1	0	0	1	0	0	2	0	0	2	0	0	0	0	0	3	0	0	2	1	0	1	0	0	0	0	0	1	0	0	2	0	0	1	1	0	5	0	0	1	0	0	4	2	0	1	1	0	0	0	0	0	1	0	0	0	0	2	1	2
20066	Santiago Niltepec	5	2	0	9	7	0	9	2	0	6	2	0	1	1	0	5	2	0	9	6	0	13	6	0	11	9	0	6	3	0	9	3	0	5	0	0	6	3	0	4	3	0	3	2	0	3	0	0	3	2	0	3	0	0	0	7	1	0	0	10	2	0	0	1	0	1
20067	Oaxaca de Juåárez	222	41	0	228	44	0	288	66	0	284	63	0	273	58	0	263	40	0	176	41	0	215	40	0	183	40	0	185	32	0	163	33	0	181	28	0	171	19	0	159	15	0	149	27	0	162	18	1	158	25	1	157	29	0	0	171	39	0	0	154	42	0	0	158	47	4
20068	Ocotlåán de Morelos	10	4	0	12	5	0	26	10	0	21	9	0	20	10	0	34	8	0	16	2	0	24	5	0	10	3	0	16	3	0	10	0	0	13	4	0	13	6	0	11	5	0	8	1	0	15	1	0	10	2	0	8	2	0	1	7	1	0	0	14	3	0	1	10	3	1
20069	La Pe	2	1	0	5	4	0	3	2	0	0	0	0	4	4	0	2	1	0	1	0	0	0	0	0	0	0	0	2	2	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	2	0	1	0	0	0	17	1	1	0	1	0	0	2
20070	Pinotepa de Don Luis	5	3	0	5	1	0	8	5	0	6	3	0	6	4	0	20	18	0	22	19	0	10	7	0	9	6	0	6	4	0	3	3	0	6	5	0	11	7	0	3	3	0	4	1	0	5	2	0	3	1	0	4	1	0	3	5	4	0	0	3	1	0	0	3	2	0
20071	Pluma Hidalgo	1	0	0	4	1	0	3	1	0	5	3	0	1	1	0	1	0	0	3	2	0	5	1	0	4	2	0	3	2	0	3	2	0	1	1	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	1	0	0	3	2	0	1	1	0	0	0	1	1	0
20072	San JosÌö del Progreso	2	1	0	2	1	0	0	0	0	2	0	0	2	1	0	1	0	0	0	0	0	0	0	0	6	2	0	1	1	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	2	0	0	3	0	0	1	2	1	0	0	2	1	0	0	5	3	0
20073	Putla Villa de Guerrero	27	14	0	33	24	0	31	20	0	27	15	0	33	18	0	36	27	0	35	23	0	39	22	0	30	13	0	21	13	0	28	13	0	32	15	0	19	6	0	16	9	0	16	6	0	24	12	0	25	13	0	28	16	0	0	24	16	0	0	28	19	0	1	35	14	1
20074	Santa Catarina Quioquitani	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	4	1	0	0	2	1	1	5
20075	Reforma de Pineda	2	0	0	1	0	0	0	0	0	1	1	0	4	2	0	3	1	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	1	3	0	0	4	2	0	0	15	0	0	5
20076	La Reforma	0	0	0	3	1	0	1	0	0	3	2	0	5	2	0	2	2	0	0	0	0	1	1	0	6	5	0	2	1	0	1	0	0	1	0	0	1	1	0	5	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	7	0	0	0	1	0	0	0
20077	Reyes Etla	2	0	0	1	0	0	4	1	0	3	0	0	1	1	0	1	1	0	1	0	0	3	0	0	5	1	0	5	1	0	0	0	0	0	0	0	1	0	0	2	1	0	5	0	0	2	0	0	0	0	0	6	0	0	0	4	0	0	0	2	0	0	1	2	2	0
20078	Rojas de CuauhtÌömoc	0	0	0	1	0	0	3	0	0	0	0	0	4	2	0	2	2	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	4
20079	Salina Cruz	60	23	0	53	28	0	47	22	0	40	16	0	60	26	0	43	15	0	45	11	0	47	13	0	37	8	0	52	12	0	36	7	0	29	5	0	55	8	0	45	8	0	38	5	0	35	3	0	32	6	0	45	7	0	0	44	12	0	0	40	7	0	3	38	16	0
20080	San AgustÌÎn Amatengo	4	3	0	2	1	0	0	0	0	3	1	0	2	2	0	0	0	0	2	1	0	2	2	0	1	1	0	3	2	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	7	1	1	0	0	0	0	0	2	0	0	1
20081	San AgustÌÎn Atenango	2	2	0	4	1	0	6	2	0	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2	1	0	4	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
20082	San AgustÌÎn Chayuco	3	3	0	5	4	0	2	0	0	1	1	0	3	3	0	2	2	0	3	3	0	6	4	0	5	4	0	4	4	0	2	1	0	5	5	0	6	4	0	2	2	0	1	1	0	1	1	0	0	0	0	3	2	0	0	1	0	0	0	4	2	0	0	4	2	1
20083	San AgustÌÎn de las Juntas	3	0	0	4	0	0	4	2	0	2	0	0	2	0	0	3	0	0	3	0	0	3	0	0	3	1	0	4	0	0	1	1	0	3	0	0	5	3	0	5	1	0	6	1	0	3	0	0	1	0	0	2	0	0	0	2	1	0	1	5	1	0	0	1	1	0
20084	San AgustÌÎn Etla	1	0	0	2	1	0	0	0	0	6	0	0	2	0	0	0	0	0	2	0	0	2	0	0	2	1	0	3	0	0	4	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	4	0	0	0	4	4	2
20085	San AgustÌÎn Loxicha	29	25	0	41	25	0	23	15	0	30	27	0	28	23	0	26	21	0	22	13	0	49	29	0	38	28	0	16	7	0	10	5	0	13	7	0	12	5	0	11	5	0	26	14	0	23	11	0	19	11	0	11	4	0	0	29	18	0	0	25	13	0	1	13	9	0
20086	San AgustÌÎn Tlacotepec	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
20087	San AgustÌÎn Yatareni	2	0	0	4	0	0	2	0	0	9	1	0	4	1	0	1	0	0	6	0	0	2	0	0	1	0	0	0	0	0	4	1	0	3	0	0	2	0	0	2	0	0	3	0	0	5	0	0	0	0	0	4	1	0	0	2	0	0	0	1	0	0	0	4	2	2
20088	San AndrÌös Cabecera Nueva	2	1	0	2	0	0	4	3	0	3	3	0	6	4	0	4	2	0	0	0	0	0	0	0	1	1	0	3	1	0	6	5	0	2	1	0	2	2	0	5	0	0	2	1	0	3	1	0	1	1	0	1	0	0	0	4	0	0	0	1	0	0	1	0	0	3
20089	San AndrÌös Dinicuiti	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	5
20090	San AndrÌös Huaxpaltepec	7	6	0	5	3	0	2	2	0	6	4	0	7	6	0	8	7	0	9	7	0	5	4	0	6	3	0	5	4	0	2	2	0	4	0	0	3	2	0	1	0	0	5	3	0	1	1	0	4	1	0	5	1	0	0	1	0	0	0	4	2	0	2	6	3	0
20091	San AndrÌös Huayåápam	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	2	0	0	3	0	0	0	0	0	2	0	0	3	0	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	4	2	0	5	5	1	0
20092	San AndrÌös Ixtlahuaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	1	0	0	3	2	0	0	0	0	0	0	1	0	0	1	1	0	0
20093	San AndrÌös Lagunas	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	1	0	0
20094	San AndrÌös NuxiÌÕo	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	3	2	0	0	0	1	0	0
20095	San AndrÌös Paxtlåán	3	2	0	1	1	0	0	0	0	2	1	0	1	1	0	5	5	0	4	3	0	2	1	0	3	2	0	5	0	0	0	0	0	4	2	0	4	3	0	3	0	0	2	1	0	2	0	0	3	0	0	2	0	0	0	1	0	0	1	3	0	0	3	3	0	0
20096	San AndrÌös Sinaxtla	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	1
20097	San AndrÌös Solaga	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	3	0	0	1	0	0	0	2	0	0	5
20098	San AndrÌös Teotilåálpam	3	1	0	5	3	0	2	2	0	3	1	0	0	0	0	2	2	0	3	2	0	2	0	0	1	0	0	3	1	0	1	0	0	3	1	0	1	0	0	3	2	0	1	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
20099	San AndrÌös Tepetlapa	4	4	0	1	1	0	0	0	0	1	1	0	2	1	0	2	2	0	1	1	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
20100	San AndrÌös Yaåá	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
20101	San AndrÌös Zabache	0	0	0	0	0	0	3	3	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
20102	San AndrÌös Zautla	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20103	San Antonino Castillo Velasco	3	0	0	4	2	0	1	0	0	2	0	0	5	0	0	0	0	0	3	1	0	1	0	0	2	1	0	5	0	0	2	1	0	4	0	0	3	0	0	6	3	0	3	0	0	5	1	0	2	1	0	6	0	0	0	4	0	0	0	5	1	0	0	4	2	0
20104	San Antonino el Alto	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
20105	San Antonino Monte Verde	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	7	0	0	4	0	0	3	0	0	7	0	0	4	0	0	4	1	0	2	0	0	5	0	0	1	0	0	3	0	0	2	1	0	4	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	1	0
20106	San Antonio Acutla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20107	San Antonio de la Cal	6	2	0	3	1	0	6	2	0	5	1	0	6	0	0	7	4	0	8	1	0	7	0	0	10	2	0	9	3	0	9	5	0	9	3	0	11	3	0	7	1	0	4	0	0	16	2	0	34	19	0	8	0	0	0	9	1	0	0	6	1	0	0	17	3	0
20108	San Antonio Huitepec	2	1	0	2	0	0	0	0	0	5	0	0	3	0	0	1	0	0	3	0	0	4	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	5	0	0	0	2	0	0
20109	San Antonio NanahuatÌÎpam	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	3	2	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
20110	San Antonio Sinicahua	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0
20111	San Antonio Tepetlapa	3	2	0	2	1	0	4	2	0	4	3	0	3	2	0	3	2	0	0	0	0	0	0	0	2	2	0	0	0	0	6	3	0	4	2	0	1	0	0	0	0	0	2	1	0	1	0	0	3	1	0	0	0	0	0	1	1	0	0	5	1	0	0	2	0	0
20112	San Baltazar Chichicåápam	1	0	0	3	1	0	1	1	0	0	0	0	2	1	0	4	0	0	3	2	0	2	2	0	4	3	0	1	0	0	1	0	0	0	0	0	1	0	0	4	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	4	1	0	0	4	1	0	0	2	0	0
20113	San Baltazar Loxicha	0	0	0	1	1	0	1	1	0	2	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	4	0	0	1	0	0	1	0	0	5	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0
20114	San Baltazar Yatzachi el Bajo	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
20115	San Bartolo Coyotepec	3	0	0	3	0	0	7	0	0	0	0	0	0	0	0	8	1	0	1	0	0	1	0	0	3	0	0	4	0	0	2	0	0	2	0	0	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	4	0	0	0	1	1	0	0	3	1	0	0	4	3	0
20116	San BartolomÌö Ayautla	1	0	0	0	0	0	1	0	0	1	0	0	3	3	0	0	0	0	1	0	0	2	0	0	5	1	0	2	1	0	4	0	0	0	0	0	2	1	0	5	2	0	3	0	0	3	1	0	1	0	0	1	0	0	0	2	0	0	0	2	1	0	0	2	0	0
20117	San BartolomÌö Loxicha	4	4	0	2	2	0	5	4	0	0	0	0	4	4	0	4	2	0	5	3	0	9	6	0	0	0	0	5	4	0	2	1	0	1	0	0	1	1	0	2	1	0	3	1	0	2	1	0	2	2	0	0	0	0	0	5	5	0	0	2	2	0	0	0	0	0
20118	San BartolomÌö Quialana	0	0	0	2	1	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	1	0	2	0	0	1	0	0	0	0	0	1	1	0	3	0	0	2	0	0	1	0	0	4	2	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0
20119	San BartolomÌö YucuaÌÕe	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
20120	San BartolomÌö Zoogocho	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
20121	San Bartolo Soyaltepec	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
20122	San Bartolo Yautepec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0
20123	San Bernardo Mixtepec	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	2	0	0	3	1	0	2	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0
20124	San Blas Atempa	4	3	0	2	1	0	10	7	0	10	9	0	11	5	0	10	9	0	11	9	0	8	5	0	12	8	0	6	5	0	1	1	0	6	0	0	5	1	0	2	0	0	2	1	0	3	0	0	6	1	0	2	0	0	0	9	5	0	0	0	0	0	0	11	1	0
20125	San Carlos Yautepec	26	17	0	16	11	0	18	12	0	20	18	0	7	5	0	24	6	0	10	6	0	17	4	0	13	9	0	14	8	0	9	5	0	7	4	0	10	7	0	14	4	0	6	4	0	7	0	0	7	4	0	11	4	0	0	17	9	0	0	7	3	0	0	5	0	0
20126	San CristÌ_bal Amatlåán	2	1	0	1	1	0	4	3	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	1	0	2	1	0	0	0	0	0	1	1	0	0	1	1	0	0	3	2	0
20127	San CristÌ_bal Amoltepec	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
20128	San CristÌ_bal Lachirioag	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20129	San CristÌ_bal Suchixtlahuaca	1	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20130	San Dionisio del Mar	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	2	0	0	2	0	0	11	4	0	2	1	0	1	0	0	1	0	0	3	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	4	1	0
20131	San Dionisio Ocotepec	6	5	0	4	3	0	3	0	0	5	4	0	4	2	0	4	1	0	8	3	0	4	2	0	4	0	0	2	1	0	4	1	0	5	1	0	4	0	0	5	1	0	3	2	0	8	1	0	2	2	0	3	0	0	0	4	0	0	0	6	2	0	0	5	0	0
20132	San Dionisio Ocotlåán	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
20133	San Esteban Atatlahuca	2	2	0	0	0	0	1	1	0	2	0	0	2	0	0	2	0	0	7	0	0	2	0	0	2	0	0	1	0	0	1	0	0	0	0	0	3	0	0	6	0	0	5	2	0	3	1	0	3	0	0	1	0	0	0	2	0	0	0	3	0	0	0	4	0	0
20134	San Felipe Jalapa de DÌÎaz	1	0	0	5	2	0	8	3	0	6	3	0	9	6	0	9	3	0	4	3	0	5	1	0	5	0	0	11	1	0	9	1	0	4	1	0	6	1	0	9	4	0	9	5	0	8	3	0	9	1	0	12	2	0	0	11	1	0	0	14	1	0	0	7	1	0
20135	San Felipe Tejalåápam	2	0	0	0	0	0	2	1	0	0	0	0	5	0	0	2	0	0	1	0	0	3	0	0	5	1	0	0	0	0	2	1	0	3	1	0	2	0	0	2	0	0	4	3	0	6	0	0	2	0	0	5	2	0	0	3	2	0	0	1	0	0	0	2	0	0
