Clave	Nombre	1990	Homicidio	Operaciones legales y de guerra	1991	Homicidio2	Operaciones legales y de guerra 2	1992	Homicidio3	Operaciones legales y de guerra 3	1993	Homicidio4	Operaciones legales y de guerra 4	1994	Homicidio5	Operaciones legales y de guerra 5	1995	Homicidio6	Operaciones legales y de guerra 6	1996	Homicidio7	Operaciones legales y de guerra 7	1997	Homicidio8	Operaciones legales y de guerra 8	1998	Homicidio9	Operaciones legales y de guerra 9	1999	Homicidio10	Operaciones legales y de guerra 10	2000	Homicidio11	Operaciones legales y de guerra 11	2001	Homicidio12	Operaciones legales y de guerra 12	2002	Homicidio13	Operaciones legales y de guerra 13	2003	Homicidio14	Operaciones legales y de guerra 14	2004	Homicidio15	Operaciones legales y de guerra 15	2005	Homicidio16	Operaciones legales y de guerra 16	2006	Homicidio17	Operaciones legales y de guerra 17	2007	Homicidio18	Operaciones legales y de guerra 18	Criminal Rivalry Deaths	2008	Homicidio19	Operaciones legales y de guerra 19	Criminal Rivalry Deaths 2	2009	Homicidio20	Operaciones legales y de guerra 20	Criminal Rivalry Deaths 3	2010	Homicidio21	Criminal Rivalry Deaths 4
20136	San Felipe Usila	4	1	0	1	0	0	4	3	0	2	1	0	9	5	0	5	0	0	4	0	0	4	1	0	1	0	0	2	0	0	5	4	0	5	1	0	5	0	0	3	0	0	6	3	0	10	6	0	4	1	0	5	1	0	0	7	0	0	0	4	1	0	0	5	2	0
20137	San Francisco Cahuacuåá	2	0	0	0	0	0	0	0	0	1	0	0	6	4	0	3	0	0	4	2	0	1	1	0	2	1	0	3	2	0	5	3	0	1	0	0	4	4	0	2	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	2	0	0	0	0	0	0
20138	San Francisco Cajonos	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
20139	San Francisco Chapulapa	4	4	0	8	6	0	7	5	0	15	15	0	4	4	0	5	4	0	6	6	0	2	2	0	2	1	0	1	1	0	1	0	0	1	1	0	3	2	0	3	3	0	1	1	0	1	1	0	3	1	0	0	0	0	0	2	2	0	0	2	2	0	0	0	0	0
20140	San Francisco Chindèªa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0
20141	San Francisco del Mar	0	0	0	1	1	0	3	1	0	1	0	0	5	4	0	2	0	0	1	0	0	2	0	0	5	4	0	4	3	0	6	1	0	4	0	0	3	0	0	4	0	0	3	1	0	3	1	0	2	0	0	1	0	0	0	2	1	0	0	4	1	0	0	1	0	0
20142	San Francisco Huehuetlåán	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0
20143	San Francisco Ixhuatåán	1	0	0	8	5	0	5	2	0	10	3	0	4	2	0	5	1	0	12	7	0	3	1	0	5	4	0	10	2	0	8	4	0	2	1	0	10	3	0	7	1	0	3	0	0	5	0	0	5	0	0	4	1	0	0	3	0	0	0	4	3	0	0	8	5	0
20144	San Francisco Jaltepetongo	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	1	0	1	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
20145	San Francisco LachigolÌ_	1	0	0	1	0	0	2	1	0	0	0	0	1	0	0	2	0	0	2	0	0	1	0	0	2	1	0	3	1	0	2	0	0	1	1	0	1	0	0	0	0	0	2	0	0	2	0	0	4	1	0	2	0	0	0	3	0	0	0	2	0	0	0	4	1	0
20146	San Francisco Logueche	1	0	0	2	2	0	0	0	0	0	0	0	2	0	0	2	0	0	2	1	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1	1	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0
20147	San Francisco NuxaÌÕo	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
20148	San Francisco Ozolotepec	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	4	0	0	1	0	0	1	0	0	6	0	0	2	1	0	2	0	0	0	0	0	2	0	0	2	1	0	2	0	0	0	0	0	0	1	1	0	0	2	0	0	0	6	4	0
20149	San Francisco Sola	2	2	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
20150	San Francisco Telixtlahuaca	8	1	0	6	2	0	9	1	0	13	6	0	5	0	0	3	1	0	6	0	0	3	1	0	7	0	0	3	1	0	5	1	0	8	1	0	5	2	0	6	1	0	2	0	0	2	0	0	5	1	0	7	0	0	0	9	0	0	0	5	1	0	0	7	1	0
20151	San Francisco Teopan	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20152	San Francisco Tlapancingo	3	1	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20153	San Gabriel Mixtepec	3	0	0	3	2	0	7	5	0	2	2	0	4	1	0	8	4	0	5	3	0	2	2	0	1	0	0	2	1	0	1	1	0	0	0	0	2	0	0	2	0	0	0	0	0	3	1	0	1	0	0	4	1	0	0	1	0	0	0	4	3	0	0	4	2	0
20154	San Ildefonso Amatlåán	1	1	0	1	1	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	2	0	2	2	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
20155	San Ildefonso Sola	1	1	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0
20156	San Ildefonso Villa Alta	3	2	0	2	1	0	3	0	0	0	0	0	2	1	0	3	2	0	2	0	0	2	0	0	1	1	0	9	0	0	4	1	0	2	0	0	3	0	0	3	0	0	3	3	0	6	0	0	1	0	0	2	1	0	0	2	0	0	0	5	2	0	0	4	0	0
20157	San Jacinto Amilpas	1	0	0	2	1	0	4	2	0	0	0	0	3	1	0	5	0	0	5	2	0	4	0	0	5	0	0	6	1	0	3	1	0	6	1	0	5	1	0	4	1	0	8	1	0	2	0	0	4	0	0	6	0	0	0	7	0	0	0	6	3	0	0	5	0	0
20158	San Jacinto Tlacotepec	0	0	0	3	3	0	1	1	0	13	12	0	2	0	0	3	3	0	1	1	0	1	1	0	3	1	0	3	2	0	2	1	0	1	0	0	2	0	0	2	2	0	1	1	0	1	1	0	1	0	0	0	0	0	0	2	1	0	0	4	4	0	0	1	1	0
20159	San JerÌ_nimo Coatlåán	9	9	0	5	4	0	9	6	0	5	5	0	14	10	0	6	6	0	3	1	0	5	5	0	7	3	0	3	2	0	4	1	0	9	8	0	2	1	0	8	5	0	3	3	0	7	5	0	2	1	0	2	1	0	0	2	0	0	0	3	2	0	0	2	1	0
20160	San JerÌ_nimo Silacayoapilla	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	5	2	0	0	0	0	2	0	0	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
20161	San JerÌ_nimo Sosola	0	0	0	0	0	0	2	0	0	1	0	0	7	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	2	0	0	3	0	0	0	0	0	3	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0
20162	San JerÌ_nimo Taviche	0	0	0	1	0	0	3	2	0	0	0	0	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
20163	San JerÌ_nimo TecÌ_atl	0	0	0	0	0	0	1	0	0	4	1	0	1	0	0	6	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	3	2	0	1	0	0	4	0	0	2	0	0	1	0	0	0	0	0	2	2	0	0	1	0	0	0	4	1	0	0	2	1	0
20164	San Jorge Nuchita	2	0	0	3	1	0	4	2	0	2	2	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	2	0	0	2	0	0	0	0	0	1	1	0	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20165	San JosÌö Ayuquila	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	4	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
20166	San JosÌö Chiltepec	4	0	0	6	1	0	6	1	0	3	2	0	5	2	0	5	2	0	3	0	0	5	1	0	3	1	0	2	1	0	5	0	0	6	1	0	3	0	0	8	2	0	5	2	0	3	2	0	0	0	0	5	0	0	0	4	2	0	0	9	0	0	0	5	0	0
20167	San JosÌö del PeÌÕasco	0	0	0	1	1	0	1	1	0	2	2	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	2	0	1	0	0	3	3	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	2	0	0	0	6	5	0	0	2	0	0	0	0	0	0
20168	San JosÌö Estancia Grande	1	0	0	2	2	0	0	0	0	3	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	3	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
20169	San JosÌö Independencia	3	0	0	6	1	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	8	4	0	1	1	0	7	3	0	3	1	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	4	1	0
20170	San JosÌö Lachiguiri	3	2	0	2	1	0	3	1	0	1	1	0	3	1	0	4	3	0	3	2	0	0	0	0	3	0	0	2	1	0	0	0	0	2	1	0	1	1	0	1	0	0	4	0	0	2	1	0	2	0	0	4	0	0	0	2	1	0	0	1	1	0	0	4	2	0
20171	San JosÌö Tenango	6	5	0	8	3	0	11	8	0	8	5	0	2	1	0	14	10	0	9	7	0	9	3	0	13	12	0	7	4	0	11	8	0	16	10	0	10	5	0	16	11	0	16	15	0	15	9	0	2	1	0	12	3	0	0	5	3	0	0	7	2	0	0	14	2	0
20172	San Juan Achiutla	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0
20173	San Juan Atepec	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	2	0	0	3	1	0	1	0	0	2	0	0	2	1	0	4	1	0	0	0	0	0	2	0	0	0	1	0	0	0	5	2	0
20174	åÁnimas Trujano	1	0	0	1	0	0	1	0	0	1	0	0	2	1	0	3	1	0	1	0	0	4	1	0	3	0	0	2	0	0	2	1	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	1	0	0	0	3	0	0	0	1	0	0
20175	San Juan Bautista Atatlahuca	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	1	0
20176	San Juan Bautista Coixtlahuaca	3	2	0	0	0	0	5	1	0	2	0	0	1	0	0	5	0	0	8	1	0	5	0	0	5	0	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	2	1	0	4	0	0	4	0	0	3	0	0	0	0	0	0	0	3	0	0	0	5	3	0
20177	San Juan Bautista Cuicatlåán	16	3	0	9	2	0	11	2	0	9	4	0	10	2	0	16	4	0	14	5	0	10	3	0	9	1	0	11	6	0	7	2	0	5	2	0	8	3	0	7	1	0	9	3	0	1	0	0	7	1	0	9	2	0	0	5	1	0	0	3	2	0	0	11	2	0
20178	San Juan Bautista Guelache	3	1	0	6	1	0	5	2	0	3	0	0	2	0	0	2	0	0	0	0	0	2	0	0	3	0	0	3	0	0	2	0	0	1	1	0	0	0	0	6	1	0	1	0	0	0	0	0	2	1	0	4	0	0	0	2	0	0	0	3	0	0	0	2	1	0
20179	San Juan Bautista Jayacatlåán	2	0	0	0	0	0	1	0	0	3	0	0	3	2	0	1	0	0	2	0	0	1	0	0	3	1	0	0	0	0	2	0	0	2	2	0	1	0	0	2	1	0	2	0	0	3	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
20180	San Juan Bautista Lo de Soto	1	1	0	7	5	0	2	1	0	1	1	0	1	1	0	1	1	0	4	3	0	0	0	0	2	2	0	1	1	0	3	2	0	3	1	0	2	1	0	1	1	0	4	1	0	0	0	0	1	1	0	1	0	0	0	3	2	0	0	4	1	0	0	4	3	0
20181	San Juan Bautista Suchitepec	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
20182	San Juan Bautista Tlacoatzintepec	0	0	0	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	2	2	0	2	0	0	1	0	0	0	0	0	3	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0
20183	San Juan Bautista Tlachichilco	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
20184	San Juan Bautista Tuxtepec	86	27	0	96	36	0	111	37	0	87	48	0	111	40	0	102	35	0	95	44	0	96	32	0	88	28	0	89	24	0	67	14	0	71	15	0	89	31	0	98	27	0	74	31	0	84	31	0	89	19	0	79	19	0	0	98	19	0	0	90	22	0	0	105	39	0
20185	San Juan Cacahuatepec	9	5	0	10	9	0	14	11	0	16	12	0	11	8	0	4	2	0	7	7	0	5	3	0	6	0	0	9	1	0	7	3	0	4	3	0	6	2	0	3	2	0	8	3	0	5	3	0	5	1	0	5	0	0	0	6	3	0	0	6	2	0	0	5	4	0
20186	San Juan Cieneguilla	2	1	0	0	0	0	3	2	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	2	1	0	1	0	0	2	1	0	0	0	0	1	1	0	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
20187	San Juan CoatzÌ_spam	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	5	0	0	1	0	0	1	0	0	0	0	0	2	0	0	2	1	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	9	0	0	0	3	0	0	0	2	2	0	0	0	0	0
20188	San Juan Colorado	6	3	0	3	2	0	4	4	0	0	0	0	2	1	0	4	3	0	3	2	0	6	2	0	2	1	0	4	1	0	2	1	0	3	0	0	5	3	0	2	1	0	1	0	0	2	1	0	2	0	0	1	0	0	0	2	1	0	0	5	4	0	0	7	4	0
20189	San Juan Comaltepec	2	1	0	2	2	0	1	1	0	2	1	0	1	0	0	1	0	0	3	0	0	0	0	0	3	0	0	3	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	2	0	0
20190	San Juan CotzocÌ_n	28	15	0	27	14	0	19	10	0	15	9	0	20	8	0	15	10	0	10	4	0	10	5	0	7	3	0	14	7	0	17	5	0	7	5	0	7	2	0	12	5	0	7	2	0	10	2	0	13	3	0	12	6	0	0	11	3	0	0	12	2	0	0	11	3	0
20191	San Juan Chicomezèªchil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20192	San Juan Chilateca	1	0	0	1	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20193	San Juan del Estado	2	0	0	1	1	0	1	0	0	1	0	0	9	0	0	1	1	0	5	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	1	0	1	0	0	2	0	0	3	1	0	3	0	0	3	0	0	3	0	0	0	1	0	0	0	1	0	0	0	1	0	0
20194	San Juan del RÌÎo	0	0	0	2	1	0	1	1	0	1	0	0	2	0	0	2	1	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20195	San Juan Diuxi	1	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
20196	San Juan Evangelista Analco	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20197	San Juan GuelavÌÎa	1	0	0	1	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	3	0	0	4	1	0	4	1	0	1	1	0	1	0	0	3	0	0	3	0	0	6	0	0	3	2	0	0	1	0	0	0	5	3	0	0	3	0	0
20198	San Juan Guichicovi	25	16	0	18	7	0	27	9	0	22	15	0	19	7	0	11	4	0	34	10	0	17	4	0	21	5	0	25	10	0	26	13	0	17	7	0	16	2	0	14	2	0	13	2	0	19	3	0	18	3	0	14	2	0	0	11	2	0	0	17	1	0	0	20	6	0
20199	San Juan Ihualtepec	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	1	0	2	1	0	0	0	0	1	1	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0
20200	San Juan Juquila Mixes	1	0	0	6	3	0	3	2	0	4	1	0	0	0	0	3	2	0	6	5	0	3	1	0	3	1	0	4	2	0	1	0	0	1	0	0	1	1	0	2	0	0	2	0	0	2	0	0	3	0	0	3	3	0	0	4	0	0	0	2	2	0	0	1	1	0
20201	San Juan Juquila Vijanos	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	1	0	3	3	0	2	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0
20202	San Juan Lachao	2	2	0	5	5	0	0	0	0	1	0	0	2	1	0	4	2	0	2	1	0	4	0	0	2	2	0	2	0	0	2	2	0	1	1	0	0	0	0	3	3	0	0	0	0	4	2	0	2	2	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0
20203	San Juan Lachigalla	5	5	0	2	2	0	6	6	0	4	3	0	4	4	0	4	4	0	7	7	0	0	0	0	3	3	0	3	2	0	2	1	0	1	1	0	3	3	0	0	0	0	4	1	0	0	0	0	3	1	0	1	0	0	0	4	2	0	0	1	0	0	0	0	0	0
20204	San Juan Lajarcia	1	0	0	2	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
20205	San Juan Lalana	20	9	0	8	1	0	10	4	0	10	6	0	7	3	0	14	6	0	4	4	0	6	2	0	11	2	0	7	1	0	8	2	0	9	3	0	6	4	0	8	1	0	9	4	0	5	2	0	2	0	0	6	1	0	0	8	0	0	0	9	1	0	0	11	2	0
20206	San Juan de los CuÌös	4	1	0	1	0	0	2	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	2	0	0	3	1	0	2	1	0	2	0	0	2	0	0	4	2	0	2	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0
20207	San Juan Mazatlåán	16	10	0	9	5	0	20	7	0	20	10	0	11	3	0	23	11	0	9	4	0	13	6	0	10	2	0	12	5	0	10	2	0	6	3	0	9	3	0	2	1	0	7	5	0	12	5	0	9	3	0	15	2	0	0	11	3	0	0	12	1	0	0	7	2	0
20208	San Juan Mixtepec -Dto. 08 -	21	5	0	7	0	0	10	2	0	10	8	0	5	2	0	6	5	0	6	1	0	6	0	0	12	5	0	8	1	0	7	1	0	4	1	0	9	3	0	5	2	0	9	5	0	9	3	0	2	1	0	7	1	0	0	1	0	0	0	3	0	0	0	4	0	0
20209	San Juan Mixtepec -Dto. 26 -	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
20210	San Juan ‰ÛÓumÌÎ	4	2	0	2	1	0	0	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3	1	0	1	1	0	4	2	0	2	0	0	2	0	0	4	0	0	9	0	0	7	0	0	2	1	0	2	0	0	5	1	0	0	4	2	0	0	1	0	0	0	4	3	0
20211	San Juan Ozolotepec	9	9	0	6	6	0	3	1	0	6	5	0	4	3	0	2	2	0	5	5	0	10	8	0	12	9	0	2	2	0	1	0	0	3	1	0	2	1	0	4	3	0	3	1	0	4	4	0	2	2	0	4	2	0	0	0	0	0	0	5	4	0	0	2	1	0
20212	San Juan Petlapa	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	7	0	0	8	2	0	3	0	0	4	1	0	1	0	0	2	0	0	1	0	0	3	1	0	2	1	0	5	2	0	1	0	0	5	0	0	4	0	0	0	3	0	0	0	3	0	0	0	2	0	0
20213	San Juan Quiahije	1	1	0	7	5	0	4	4	0	7	7	0	2	2	0	12	11	0	5	3	0	8	3	0	4	3	0	2	1	0	8	3	0	3	1	0	2	1	0	2	1	0	3	0	0	2	0	0	4	1	0	2	0	0	0	2	2	0	0	4	1	0	0	1	0	0
20214	San Juan Quiotepec	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	3	0	0	1	0	0	3	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	3	0	0
20215	San Juan Sayultepec	0	0	0	2	2	0	0	0	0	0	0	0	4	4	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
20216	San Juan Tabaåá	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
20217	San Juan Tamazola	2	1	0	3	2	0	2	1	0	1	1	0	2	1	0	7	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	0	0	3	0	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	4	0	0	0	3	0	0	0	5	0	0
20218	San Juan Teita	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0
20219	San Juan Teitipac	1	0	0	2	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0
20220	San Juan Tepeuxila	2	1	0	1	0	0	3	1	0	2	0	0	1	0	0	4	0	0	1	0	0	1	0	0	5	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	1	0	0	7	2	0	0	0	0	0	0	4	0	0	0	5	1	0
20221	San Juan Teposcolula	0	0	0	3	0	0	4	1	0	4	1	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	3	1	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	0	1	1	0
20222	San Juan YaeÌö	0	0	0	4	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
20223	San Juan Yatzona	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20224	San Juan Yucuita	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20225	San Lorenzo	6	6	0	2	2	0	2	2	0	0	0	0	2	1	0	3	2	0	6	4	0	6	1	0	3	2	0	4	3	0	4	4	0	3	1	0	3	1	0	7	4	0	2	1	0	1	0	0	5	1	0	3	1	0	0	2	0	0	0	1	1	0	0	2	1	0
