Nombre	1990 E	1990 I	1990 T	1990 H	1991 E	1991 I	1991 T	1991 H	1992 E	1992 I	1992 T	1992 H	1993 E	1993 I	1993 T	1993 H	1994 E	1994 I	1994 T	1994 H	1995 E	1995 I	1995 T	1995 H	1996 E	1996 I	1996 T	1996 H	1997 E	1997 I	1997 T	1997 H	1998 E	1998 I	1998 T	1998 H	1999 E	1999 I	1999 T	1999 H	2000 E	2000 I	2000 T	2000 H	2001 E	2001 I	2001 T	2001 H	2002 E	2002 I	2002 T	2002 H	2003 E	2003 I	2003 T	2003 H	2004 E	2004 I	2004 T	2004 H	2005 E	2005 I	2005 T	2005 H	2006 E	2006 I	2006 T	2006 H	2007 E	2007 I	2007 T	2007 H	2008 E	2008 I	2008 T	2008 H	2009 E	2009 I	2009 T	2009 H	2010E	2010 I	2010 T	2010 H
Juxtlahuaca	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kanasín	408067	408067	9	1	1085897	1085897	7	0	893420	893420	6	0	1612830	1612830	5	2	2723954	2723954	5	0	0	0	8	2	5341832	5341832	11	1	7886996	7886996	8	0	9819992	9819992	10	0	12412664	12412664	11	0	15937035	15937035	15	2	9665201	9665201	13	0	37025849	37025849	15	1	40943900	40943900	21	2	45906031	45906031	16	1	59798607	59798607	20	0	70248139	70248139	16	0	97730827	97730827	26	0	114329636	114329636	19	0	125725244	125725244	32	1	116322202	116322202	32	3
Kantunil	368852	368852	9	1	317596	317596	3	0	250560	250560	3	0	450537	450537	1	0	736513	736513	1	1	928891	928891	2	0	1283748	1283748	1	0	1731953	1731953	2	0	2228353	2228353	3	0	2825239	2825239	1	0	3972345	3972345	1	0	1775798	1775798	2	0	7232371	7232371	2	0	8072967	8072967	2	0	8871283	8871283	2	0	0	0	3	0	0	0	3	0	0	0	4	0	18118338	18118338	1	0	0	0	0	0	0	0	3	0
Kaua	190740	190740	9	0	234772	234772	1	0	279901	279901	1	0	307211	307211	0	0	449797	449797	1	0	586632	586632	1	0	805092	805092	1	0	1173224	1173224	0	0	1435331	1435331	2	0	0	0	0	0	2889572	2889572	0	0	1478941	1478941	0	0	5040594	5040594	2	0	5779760	5779760	1	0	6299101	6299101	2	0	6484335	6484335	0	0	7974280	7974280	2	0	8293812	8293812	1	0	10033701	10033701	0	0	10511398	10511398	1	0	11114097	11114097	0	0
Kinchil	311981	311981	9	0	323591	323591	1	1	429820	429820	1	0	395458	395458	3	1	719338	719338	1	0	938341	938341	2	0	1205049	1205049	3	0	1769181	1769181	5	0	2167026	2167026	0	0	2866281	2866281	2	0	3972984	3972984	1	0	1976742	1976742	3	1	7622668	7622668	6	0	8894401	8894401	3	0	9144835	9144835	2	0	10574706	10574706	4	1	11966399	11966399	4	1	13854207	13854207	6	0	17762413	17762413	4	0	15248709	15248709	7	0	16360841	16360841	0	0
Kopomá	219483	219483	9	1	236259	236259	1	0	136612	136612	2	0	322933	322933	2	0	428395	428395	1	0	555616	555616	0	0	854222	854222	2	0	1137316	1137316	2	0	1454957	1454957	2	0	1984891	1984891	0	0	2845288	2845288	1	0	1385936	1385936	0	0	4844066	4844066	1	0	4837176	4837176	1	0	5332242	5332242	0	0	5776518	5776518	0	0	7121217	7121217	1	0	7227468	7227468	5	0	8511706	8511706	2	0	8982502	8982502	1	0	10121960	10121960	0	0
La Antigua	2191338	2191338	9	3	2450200	2450200	19	2	2686531	2686531	20	0	3691293	3691293	16	3	4787742	4787742	20	1	5435938	5435938	16	1	7350862	7350862	24	1	8496934	8496934	20	5	12403075	12403075	13	1	13657283	13657283	21	2	14757834	14757834	19	0	25826372	25826372	17	2	27820756	27820756	25	2	0	0	22	2	29510255	29510255	22	1	31158397	31158397	18	1	44338522	44338522	9	1	47472230	47472230	12	1	68451881	68451881	14	2	68091818	68091818	17	1	77395072	77395072	21	2
La Barca	3630005	3630005	9	2	5263597	5263597	29	2	7620009	7620009	42	4	8824724	8824724	30	2	10329639	10329639	37	5	12514709	12514709	47	6	16670647	16670647	27	2	20236740	20236740	29	2	32199997	32199997	43	0	50263711	50263711	31	2	56144480	56144480	39	5	58305212	58305212	38	2	63791420	63791420	24	5	74765605	74765605	30	0	80220190	80220190	46	1	102144862	102144862	41	5	119153784	119153784	27	2	123079417	123079417	31	8	163590954	163590954	34	6	142901115	142901115	45	10	0	0	34	14
La Colorada	544217	544217	9	0	698574	698574	3	0	769898	769898	0	0	833010	833010	0	0	1000804	1000804	0	0	1329366	1329366	0	0	1710925	1710925	1	0	2074217	2074217	2	1	2962202	2962202	4	0	3857764	3857764	1	0	7229526	7229526	1	0	4744810	4744810	1	0	4988745	4988745	0	0	5897282	5897282	0	0	6126354	6126354	0	0	6968427	6968427	0	0	7866965	7866965	0	0	8210095	8210095	2	0	9336608	9336608	1	0	9218700	9218700	1	0	16512673	16512673	6	3
La Compañía	29280	29280	9	3	46537	46537	3	1	0	0	1	1	83790	83790	1	1	589022	589022	0	0	170946	170946	1	1	0	0	1	0	528916	528916	2	2	0	0	1	1	0	0	1	1	0	0	1	0	4894514	4894514	4	1	6573817	6573817	1	1	1607070	1607070	1	1	0	0	1	1	2191655	2191655	0	0	2280290	2280290	2	1	0	0	2	1	8936169	8936169	1	0	9796683	9796683	0	0	7111103	7111103	3	2
La Concordia	1384441	1384441	9	0	1651700	1651700	14	3	1759873	1759873	19	3	2837334	2837334	33	3	4078310	4078310	30	8	3336497	3336497	33	7	4379578	4379578	33	15	5922190	5922190	30	10	8644456	8644456	29	8	9524395	9524395	16	1	13623354	13623354	21	4	0	0	18	2	53218991	53218991	34	7	58558630	58558630	28	4	65230676	65230676	33	4	65241096	65241096	17	1	95869322	95869322	16	4	101658151	101658151	8	0	106804289	106804289	28	2	135688180	135688180	15	3	115665051	115665051	18	2
La Cruz	491803	491803	9	3	1237007	1237007	9	2	2128502	2128502	6	2	1889135	1889135	1	1	2067589	2067589	6	1	2373736	2373736	2	0	3186922	3186922	4	1	5844986	5844986	4	0	6414318	6414318	5	1	7668260	7668260	4	2	8265088	8265088	4	0	8581757	8581757	3	1	10025647	10025647	0	0	9369860	9369860	3	0	10431554	10431554	11	2	11729160	11729160	1	0	14853848	14853848	2	0	13675394	13675394	2	0	16290132	16290132	3	0	17207903	17207903	3	1	14895064	14895064	6	2
La Grandeza	451986	451986	9	0	881300	881300	2	1	1156579	1156579	0	0	1255297	1255297	1	0	1191268	1191268	3	0	1257322	1257322	1	1	1585755	1585755	4	0	2455656	2455656	1	0	3432461	3432461	3	0	3875788	3875788	1	0	4383345	4383345	3	0	0	0	9	0	12496961	12496961	2	0	14799395	14799395	3	0	16488145	16488145	3	0	16821928	16821928	4	0	24008664	24008664	1	0	23022052	23022052	2	0	30201003	30201003	0	0	30084186	30084186	5	2	26839096	26839096	5	0
La Huacana	1623307	1623307	9	49	3123174	3123174	62	44	3577459	3577459	46	33	3473317	3473317	34	20	4214917	4214917	54	38	4409462	4409462	46	23	6472851	6472851	31	8	7775348	7775348	28	18	21586228	21586228	46	21	38905252	38905252	23	13	46762796	46762796	11	2	47179071	47179071	25	10	45006506	45006506	20	6	52448361	52448361	20	10	78087870	78087870	26	10	63774355	63774355	33	12	83026456	83026456	43	13	103549129	103549129	21	5	109248856	109248856	31	8	126671710	126671710	46	21	108126046	108126046	41	9
La Huerta	3775315	3775315	9	5	4894760	4894760	38	8	6876676	6876676	42	17	5628851	5628851	25	11	7107678	7107678	28	14	6009852	6009852	25	9	9713445	9713445	21	6	11909431	11909431	21	7	19818799	19818799	16	3	24657538	24657538	17	6	0	0	15	5	36393478	36393478	19	1	39742056	39742056	21	9	0	0	21	3	41560027	41560027	21	6	64556313	64556313	9	3	68956873	68956873	16	4	73345916	73345916	22	2	120024092	120024092	20	4	0	0	34	10	97769898	97769898	40	17
La Independencia	904204	904204	9	2	1292500	1292500	14	2	1949623	1949623	2	0	2406366	2406366	5	1	2705972	2705972	4	0	2163957	2163957	13	4	2919043	2919043	5	0	4828646	4828646	5	0	6308360	6308360	5	1	6971310	6971310	5	0	9347263	9347263	9	1	0	0	2	1	52927380	52927380	7	1	44594757	44594757	4	0	50233743	50233743	7	1	52677749	52677749	4	0	73437966	73437966	11	1	75376674	75376674	3	0	88355777	88355777	2	1	97296179	97296179	5	0	82407802	82407802	13	1
La Libertad	784613	784613	9	0	1303200	1303200	2	0	1162814	1162814	2	0	1696016	1696016	2	0	1652382	1652382	9	0	1704024	1704024	5	2	2558963	2558963	2	0	3494875	3494875	2	1	4212235	4212235	3	1	4714112	4714112	4	0	6046677	6046677	2	2	0	0	9	1	11434314	11434314	5	0	12827226	12827226	2	1	0	0	1	0	15741482	15741482	7	2	0	0	1	0	0	0	6	0	21266370	21266370	3	1	22460767	22460767	4	1	23914752	23914752	6	0
La Magdalena Contreras	0	0	9	20	0	0	90	15	0	0	362	78	0	0	78	14	0	0	80	12	0	0	82	16	0	0	89	19	0	0	106	23	0	0	100	23	0	0	96	7	0	0	87	17	0	0	96	20	0	0	103	9	0	0	80	11	0	0	73	12	0	0	97	21	0	0	77	16	0	0	87	11	0	0	72	19	0	0	72	13	0	0	70	18
La Magdalena Tlaltelulco	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3190846	3190846	4	0	4213359	4213359	1	0	6714713	6714713	5	0	11321011	11321011	6	2	13384971	13384971	5	0	15876233	15876233	7	0	16048649	16048649	5	0	17580685	17580685	8	2	18946272	18946272	3	1	21614130	21614130	8	0	24392637	24392637	9	1	26590603	26590603	3	0	32839926	32839926	3	0	33494340	33494340	10	1	0	0	3	0
La Magdalena Tlatlauquitepec	31596	31596	9	0	88340	88340	2	0	114860	114860	0	0	127354	127354	0	0	363722	363722	1	0	502986	502986	1	0	877088	877088	0	0	1154691	1154691	0	0	1309931	1309931	0	0	1523591	1523591	0	0	1642227	1642227	0	0	2087450	2087450	0	0	2101746	2101746	0	0	2678881	2678881	0	0	2816435	2816435	0	0	2611665	2611665	0	0	3900581	3900581	1	0	3664152	3664152	0	0	3643089	3643089	0	0	0	0	0	0	0	0	0	0
La Manzanilla de la Paz	656063	656063	9	0	807204	807204	2	1	1218896	1218896	1	0	1371959	1371959	2	0	1350271	1350271	1	0	1862430	1862430	4	0	3293148	3293148	2	0	4986477	4986477	1	0	5131372	5131372	1	0	6054030	6054030	4	1	7692269	7692269	1	0	8004818	8004818	2	0	10799839	10799839	3	2	0	0	3	0	9266610	9266610	8	1	11957233	11957233	1	1	18403942	18403942	6	1	18700225	18700225	3	0	24770651	24770651	0	0	0	0	1	0	0	0	2	0
La Misión	608653	608653	9	6	924457	924457	15	11	1666344	1666344	13	7	2327612	2327612	9	6	1929289	1929289	14	7	2486722	2486722	6	3	3643526	3643526	9	4	4447109	4447109	11	6	12918759	12918759	16	3	13329774	13329774	13	6	19469857	19469857	8	1	19895287	19895287	9	4	22201169	22201169	14	2	17669398	17669398	10	5	18514197	18514197	6	2	20725582	20725582	5	2	17613322	17613322	12	1	32641230	32641230	6	1	0	0	5	2	36815413	36815413	13	3	35262952	35262952	8	1
La Paz	39743148	39743148	9	55	46318036	46318036	108	41	59909000	59909000	96	36	58606000	58606000	102	46	63316496	63316496	101	33	72403504	72403504	100	43	93332593	93332593	94	37	124225206	124225206	112	55	156569114	156569114	101	42	205780534	205780534	101	32	254293408	254293408	82	30	301361788	301361788	74	26	332997892	332997892	90	31	401737044	401737044	84	32	420252314	420252314	96	31	496526863	496526863	92	32	579946018	579946018	90	31	634835386	634835386	84	24	786392671	786392671	74	14	867316064	867316064	90	26	849600582	849600582	103	38
La Paz	11889765	11889765	9	55	15197004	15197004	108	41	23422570	23422570	96	36	18337053	18337053	102	46	22717929	22717929	101	33	24774493	24774493	100	43	32889597	32889597	94	37	38058263	38058263	112	55	74669211	74669211	101	42	105650416	105650416	101	32	156535522	156535522	82	30	231229102	231229102	74	26	233598248	233598248	90	31	277796883	277796883	84	32	197230147	197230147	96	31	266363873	266363873	92	32	262459826	262459826	90	31	292869656	292869656	84	24	366731476	366731476	74	14	381169613	381169613	90	26	455382000	455382000	103	38
La Pe	0	0	9	1	0	0	5	4	1408444	1408444	3	2	55189	55189	0	0	0	0	4	4	0	0	2	1	215902	215902	1	0	488902	488902	0	0	1166186	1166186	0	0	900413	900413	2	2	1440793	1440793	1	1	3402445	3402445	1	1	3181684	3181684	0	0	1467966	1467966	1	0	1513475	1513475	0	0	2369008	2369008	0	0	2063723	2063723	1	0	0	0	3	2	0	0	0	0	0	0	1	1	0	0	0	0
La Perla	224045	224045	9	0	305684	305684	4	3	411350	411350	4	1	625564	625564	3	1	1661313	1661313	2	1	925476	925476	2	0	1315568	1315568	2	0	1736003	1736003	9	2	2238006	2238006	8	2	0	0	5	0	0	0	1	0	4879058	4879058	4	1	18910005	18910005	4	0	18620000	18620000	9	1	20847289	20847289	0	0	22193235	22193235	15	0	24869770	24869770	12	0	26720452	26720452	8	1	38174100	38174100	7	1	38340308	38340308	4	0	38564391	38564391	7	2
La Piedad	10788081	10788081	9	12	13884645	13884645	86	21	20124924	20124924	91	22	20071088	20071088	51	10	24524510	24524510	49	4	21602000	21602000	50	11	0	0	52	10	42931991	42931991	59	9	62828133	62828133	51	8	90025943	90025943	40	5	93802780	93802780	48	9	95306478	95306478	66	16	112190075	112190075	59	10	133291545	133291545	41	10	143652814	143652814	55	12	136616330	136616330	61	16	178867412	178867412	65	19	180595163	180595163	78	11	223435682	223435682	48	7	235090647	235090647	63	15	282303376	282303376	58	12
La Reforma	27698	27698	9	0	27377	27377	3	1	132235	132235	1	0	60607	60607	3	2	86145	86145	5	2	123586	123586	2	2	208714	208714	0	0	523372	523372	1	1	930567	930567	6	5	835008	835008	2	1	1139443	1139443	1	0	3655069	3655069	1	0	4425722	4425722	1	1	2944236	2944236	5	2	1043067	1043067	0	0	1981179	1981179	0	0	1619822	1619822	0	0	0	0	1	1	7330472	7330472	0	0	5565082	5565082	0	0	6523514	6523514	0	0
La Trinidad Vista Hermosa	31978	31978	9	0	37280	37280	0	0	0	0	0	0	65483	65483	0	0	71002	71002	0	0	95587	95587	0	0	216232	216232	0	0	406026	406026	0	0	699887	699887	1	0	959371	959371	0	0	0	0	1	0	1539921	1539921	2	0	1109436	1109436	0	0	1243882	1243882	0	0	2118415	2118415	0	0	1750650	1750650	0	0	0	0	0	0	2210964	2210964	0	0	1995770	1995770	0	0	1891339	1891339	0	0	2578916	2578916	1	0
La Trinitaria	2261640	2261640	9	0	3243800	3243800	20	4	3465932	3465932	20	4	4730006	4730006	22	2	4870163	4870163	16	0	4928592	4928592	36	8	17804554	17804554	21	6	21794839	21794839	29	4	13571705	13571705	23	3	16142381	16142381	27	7	27588422	27588422	30	5	0	0	34	0	85228862	85228862	28	2	92290855	92290855	25	4	106524573	106524573	33	6	0	0	24	2	121811596	121811596	30	6	150340645	150340645	28	2	220468330	220468330	27	1	224472489	224472489	26	6	165940022	165940022	42	3
La Unión de Isidoro Montes de Oca	1345831	1345831	9	3	2287913	2287913	29	12	2516706	2516706	40	14	1792100	1792100	52	22	2611058	2611058	22	10	5895928	5895928	33	19	7700978	7700978	17	12	8158705	8158705	31	17	12817376	12817376	30	18	0	0	34	22	34676765	34676765	33	20	13942389	13942389	23	11	0	0	20	13	35154681	35154681	21	10	40693563	40693563	23	12	41688643	41688643	13	2	51089756	51089756	36	18	55941832	55941832	30	11	92829108	92829108	38	19	79843437	79843437	53	29	75533127	75533127	31	16
La Yesca	873508	873508	9	5	1361595	1361595	13	3	1366552	1366552	30	16	1978245	1978245	21	9	2245384	2245384	23	12	2710774	2710774	17	12	4737089	4737089	8	4	4924771	4924771	18	14	5734982	5734982	9	5	6934311	6934311	16	6	21214509	21214509	12	6	20626717	20626717	12	6	21478792	21478792	22	10	23837325	23837325	11	6	26000779	26000779	13	1	27164500	27164500	15	4	31539768	31539768	8	5	33062324	33062324	13	5	65855667	65855667	18	7	58693385	58693385	5	1	89819315	89819315	14	6
Lafragua	365759	365759	9	0	558637	558637	5	0	828459	828459	0	0	771891	771891	6	1	1172109	1172109	6	0	1226956	1226956	0	0	2114991	2114991	1	1	2567213	2567213	3	0	2973900	2973900	4	0	2975160	2975160	5	0	4366075	4366075	3	0	0	0	1	0	12741044	12741044	6	0	13396916	13396916	5	0	14514992	14514992	0	0	14396144	14396144	4	2	17561043	17561043	1	0	17269910	17269910	4	0	17650684	17650684	2	0	22624703	22624703	4	0	0	0	1	0
Lagos de Moreno	11002165	11002165	9	10	16760899	16760899	126	5	24034387	24034387	118	9	29734563	29734563	126	7	33487279	33487279	98	8	30675407	30675407	71	2	36967010	36967010	78	5	49605294	49605294	63	6	87024205	87024205	65	7	118617396	118617396	82	6	150298130	150298130	75	4	162144817	162144817	77	10	183657884	183657884	73	6	200944595	200944595	66	7	209921088	209921088	82	7	233047201	233047201	91	7	260022759	260022759	87	7	301458414	301458414	65	4	321778897	321778897	69	3	382955189	382955189	85	10	331392263	331392263	90	16
Lagunillas	503244	503244	9	0	683733	683733	2	0	786916	786916	2	0	1128981	1128981	11	5	1288974	1288974	2	0	1675839	1675839	4	0	1940491	1940491	7	5	2723873	2723873	0	0	6551921	6551921	1	0	6596040	6596040	6	1	7284303	7284303	1	1	10481294	10481294	5	3	14811740	14811740	7	2	14935036	14935036	4	0	16634290	16634290	5	1	15632330	15632330	4	0	20212558	20212558	5	0	21131543	21131543	4	2	22798755	22798755	1	0	21625384	21625384	4	0	23051433	23051433	5	2
Lagunillas	692927	692927	9	0	733051	733051	2	0	980555	980555	2	0	1020049	1020049	11	5	1232742	1232742	2	0	0	0	4	0	2037070	2037070	7	5	2321537	2321537	0	0	3499986	3499986	1	0	7102322	7102322	6	1	7457040	7457040	1	1	13079839	13079839	5	3	13756292	13756292	7	2	12916847	12916847	4	0	10844011	10844011	5	1	13129567	13129567	4	0	17421356	17421356	5	0	15572481	15572481	4	2	20244172	20244172	1	0	15803072	15803072	4	0	23288483	23288483	5	2
Lamadrid	359256	359256	9	0	408118	408118	0	0	489443	489443	0	0	558827	558827	3	0	731844	731844	1	0	1000993	1000993	0	0	1368916	1368916	1	0	1368916	1368916	3	0	3229168	3229168	0	0	6185943	6185943	0	0	6324122	6324122	0	0	7173023	7173023	1	0	13273279	13273279	1	0	7796154	7796154	2	2	9464510	9464510	1	0	10039072	10039072	0	0	11259035	11259035	2	0	12625542	12625542	0	0	17782007	17782007	0	0	12787996	12787996	1	0	15697024	15697024	1	0
Lampazos de Naranjo	1730206	1730206	9	0	1780741	1780741	6	0	2215214	2215214	4	0	3160945	3160945	3	0	4764277	4764277	0	0	3816042	3816042	5	0	4253042	4253042	4	0	5566161	5566161	6	1	10583293	10583293	2	0	12092828	12092828	4	0	16251013	16251013	6	1	18738742	18738742	1	0	26333570	26333570	3	0	21602477	21602477	5	0	21536874	21536874	2	1	26338295	26338295	9	0	29991188	29991188	5	0	31180110	31180110	3	1	40200458	40200458	9	2	43238937	43238937	7	0	44374708	44374708	3	0
Landa de Matamoros	2058706	2058706	9	6	2859588	2859588	8	5	1121351	1121351	11	2	1086026	1086026	16	2	2000639	2000639	10	6	11199187	11199187	14	8	16044048	16044048	10	2	16742368	16742368	14	3	19797119	19797119	13	3	38444741	38444741	14	10	44607000	44607000	23	7	55307050	55307050	14	3	68850322	68850322	10	2	51957931	51957931	11	3	60292934	60292934	12	0	72197213	72197213	18	2	73169598	73169598	9	1	86010058	86010058	10	2	115859015	115859015	17	3	129698994	129698994	13	3	128850000	128850000	10	0
Landero y Coss	215826	215826	9	0	294618	294618	2	1	337255	337255	0	0	571745	571745	5	0	664822	664822	2	0	834930	834930	2	0	1235576	1235576	0	0	3236758	3236758	0	0	1980206	1980206	1	0	3203564	3203564	0	0	3080703	3080703	0	0	2319962	2319962	2	0	3888171	3888171	0	0	4210000	4210000	0	0	4588368	4588368	0	0	5580247	5580247	0	0	9406579	9406579	1	0	8534429	8534429	0	0	9678395	9678395	1	0	8471014	8471014	0	0	0	0	0	0
Larráinzar	699607	699607	9	0	840200	840200	6	2	947972	947972	1	0	2358000	2358000	5	0	2125682	2125682	9	0	1387517	1387517	6	1	2160813	2160813	6	3	3261741	3261741	11	1	3862758	3862758	4	2	4325063	4325063	5	2	5673710	5673710	11	2	0	0	4	1	29737515	29737515	9	1	33208092	33208092	7	0	35531903	35531903	5	0	34081875	34081875	7	1	42564531	42564531	12	2	49811128	49811128	9	0	64217398	64217398	6	0	57506161	57506161	8	3	58622728	58622728	7	0
Las Choapas	1752333	1752333	9	22	2347544	2347544	67	29	3590067	3590067	65	24	5168425	5168425	52	26	5808006	5808006	45	14	7748401	7748401	28	7	9990585	9990585	39	9	12417740	12417740	39	16	15154571	15154571	25	3	19197317	19197317	41	11	26326923	26326923	39	9	82981448	82981448	40	14	87532584	87532584	41	11	88959730	88959730	43	12	92339211	92339211	34	3	108775502	108775502	42	8	120223683	120223683	42	7	133396433	133396433	48	6	184984811	184984811	45	7	184259985	184259985	66	15	181380297	181380297	48	15
Las Margaritas	3155383	3155383	9	3	4412300	4412300	14	4	4804413	4804413	15	3	7433264	7433264	24	3	8429063	8429063	26	1	6145411	6145411	30	5	9699404	9699404	31	6	15003097	15003097	26	6	18664723	18664723	41	8	19559753	19559753	30	5	27692404	27692404	18	4	26275730	26275730	21	1	149439852	149439852	22	3	200084302	200084302	25	3	0	0	33	1	0	0	34	4	219915890	219915890	35	3	0	0	37	1	284030325	284030325	23	1	372331068	372331068	21	3	337486757	337486757	31	0
Las Minas	207027	207027	9	0	292304	292304	1	1	296212	296212	0	0	520483	520483	3	3	710090	710090	2	0	844964	844964	2	0	1357018	1357018	3	1	990080	990080	1	1	2094048	2094048	1	1	2499797	2499797	1	0	2762812	2762812	7	1	3221590	3221590	2	1	6092027	6092027	4	0	6100000	6100000	5	0	8740730	8740730	3	2	8389061	8389061	5	0	8279870	8279870	1	1	0	0	4	0	14100488	14100488	2	2	12859585	12859585	0	0	11375668	11375668	3	2
Las Rosas	1334839	1334839	9	2	1526800	1526800	20	4	1607714	1607714	9	2	2322311	2322311	15	2	1871839	1871839	22	1	2306315	2306315	23	7	3298070	3298070	17	4	4658886	4658886	16	4	5778813	5778813	20	7	6346312	6346312	20	5	8116497	8116497	19	3	0	0	12	0	26233184	26233184	15	2	31148367	31148367	19	3	37069864	37069864	14	2	0	0	14	1	48911182	48911182	18	6	50094610	50094610	17	3	0	0	8	0	67454191	67454191	18	5	68805434	68805434	12	1
Las Vigas de Ramírez	293035	293035	9	0	432682	432682	11	0	545170	545170	6	1	879940	879940	6	2	1213046	1213046	16	3	1750398	1750398	6	1	2075507	2075507	7	1	2802743	2802743	7	0	3463990	3463990	6	0	4646083	4646083	7	1	5870707	5870707	12	0	5961772	5961772	19	1	14261923	14261923	15	2	14100000	14100000	7	0	17544433	17544433	10	0	22977626	22977626	12	0	20974631	20974631	8	0	22383941	22383941	4	1	27496719	27496719	8	2	27182423	27182423	5	0	28474333	28474333	11	2
Lázaro Cárdenas	1113775	1113775	9	0	2032500	2032500	0	0	2473379	2473379	0	0	23686565	23686565	0	0	50227000	50227000	0	0	53202638	53202638	0	0	55919380	55919380	0	0	120910952	120910952	0	0	158146295	158146295	1	0	141034866	141034866	1	0	174668087	174668087	5	0	172907554	172907554	1	0	267873798	267873798	2	0	250529274	250529274	1	0	318803901	318803901	1	0	330257256	330257256	2	0	357223500	357223500	0	0	356651982	356651982	0	0	582934830	582934830	0	0	512996572	512996572	2	0	532462127	532462127	1	0
Lázaro Cárdenas	3290072	3290072	9	0	4335897	4335897	0	0	4396169	4396169	0	0	5417611	5417611	0	0	6932343	6932343	0	0	7489297	7489297	0	0	10701000	10701000	0	0	16461323	16461323	0	0	29803743	29803743	1	0	39589926	39589926	1	0	46434323	46434323	5	0	58907931	58907931	1	0	64009981	64009981	2	0	72683211	72683211	1	0	82506157	82506157	1	0	97084746	97084746	2	0	117173413	117173413	0	0	123677436	123677436	0	0	181556507	181556507	0	0	185782030	185782030	2	0	143234988	143234988	1	0
Lázaro Cárdenas	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998504	998504	0	0	2105880	2105880	0	0	2245415	2245415	1	0	3645990	3645990	1	0	4285771	4285771	5	0	4273692	4273692	1	0	4736608	4736608	2	0	5891240	5891240	1	0	7761327	7761327	1	0	6885588	6885588	2	0	11834650	11834650	0	0	0	0	0	0	12989847	12989847	0	0	0	0	2	0	0	0	1	0
León	76745362	76745362	9	79	115382722	115382722	496	74	148502432	148502432	491	73	188613769	188613769	514	97	216600629	216600629	509	66	246459743	246459743	427	57	281049555	281049555	417	50	345823473	345823473	424	69	659665528	659665528	463	68	1135707057	1135707057	425	55	1016431365	1016431365	479	44	1340347225	1340347225	476	51	1565996789	1565996789	466	39	1579981074	1579981074	447	42	1527070146	1527070146	411	24	1936821531	1936821531	438	39	2236682296	2236682296	402	36	2171521647	2171521647	450	40	2844727058	2844727058	491	57	3618577175	3618577175	482	93	3698020929	3698020929	491	102
Leonardo Bravo	595107	595107	9	3	1011682	1011682	17	14	1112851	1112851	17	10	2577500	2577500	19	15	2999351	2999351	26	9	2903950	2903950	21	13	3934704	3934704	22	10	2842390	2842390	20	7	8076975	8076975	16	9	0	0	13	9	14925924	14925924	16	6	21006382	21006382	15	6	0	0	5	0	27786153	27786153	10	2	29887133	29887133	14	7	29430351	29430351	6	2	44511904	44511904	10	4	44570334	44570334	11	2	57652132	57652132	15	8	62462961	62462961	17	11	55794870	55794870	14	2
Lerdo	7308734	7308734	9	3	7060986	7060986	53	8	9780879	9780879	95	29	12351373	12351373	63	19	12786683	12786683	87	32	16720040	16720040	61	17	24944403	24944403	62	5	36182123	36182123	50	9	51665742	51665742	63	3	81969827	81969827	52	8	100319521	100319521	39	6	117959880	117959880	47	11	116774437	116774437	51	8	130785910	130785910	42	10	154352445	154352445	51	8	191794412	191794412	65	5	244551754	244551754	57	11	241931931	241931931	80	10	262644851	262644851	88	22	308171837	308171837	143	71	279317865	279317865	182	91
Lerdo de Tejada	1102194	1102194	9	3	1298533	1298533	15	2	2025061	2025061	11	2	3132258	3132258	11	3	3614527	3614527	11	2	3953100	3953100	14	3	5546231	5546231	11	0	7036070	7036070	8	1	8822118	8822118	12	1	10480443	10480443	8	0	13600808	13600808	13	2	23237493	23237493	12	0	24935780	24935780	10	0	25725968	25725968	6	2	28905850	28905850	9	1	27969385	27969385	13	3	32796639	32796639	5	1	30876031	30876031	8	3	48287858	48287858	16	1	57104075	57104075	14	3	43783481	43783481	7	2
Lerma	13144939	13144939	9	19	16588843	16588843	53	18	24299210	24299210	56	22	27035647	27035647	61	23	24377748	24377748	47	22	34802752	34802752	40	21	42332094	42332094	62	20	49371869	49371869	47	18	68867697	68867697	58	19	92185497	92185497	74	25	106205191	106205191	45	15	134109161	134109161	51	8	142397829	142397829	33	11	174923414	174923414	55	15	233565417	233565417	58	14	253986622	253986622	34	12	363955077	363955077	40	11	391654754	391654754	41	7	532979205	532979205	55	11	384332690	384332690	36	4	349316900	349316900	52	8
Libres	730175	730175	9	3	1148383	1148383	19	2	1328680	1328680	24	3	1543646	1543646	19	3	2081953	2081953	12	2	2311182	2311182	11	2	3773716	3773716	14	0	4510991	4510991	6	1	5898180	5898180	19	5	6322954	6322954	14	3	10931191	10931191	7	0	0	0	15	1	31382263	31382263	11	1	11545867	11545867	13	1	32904990	32904990	10	0	38091358	38091358	11	2	47031871	47031871	9	0	20251591	20251591	22	4	54222134	54222134	15	1	59167063	59167063	18	3	0	0	13	2
